x	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04536665053333332	0.045884143058706466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04447172085000003	0.0	0.0	0.0	0.0	0.04523043632666667	0.0	0.0	0.0	0.01833631031641791	0.0	0.0	0.0	0.0	0.030892252922222228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019900780912500006	0.03399144863613139	0.03932466676428571	0.0	0.0	0.01932023164196891	0.04572524744117645	0.02742277609729731	0.0	0.0	0.0	0.0	0.03778464595833334	0.02525314499873418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03185754251282052	0.0	0.0	0.0	0.0	0.02548117423880597	0.0	0.037807524205555554	0.0	0.0330384211	0.03263834797025499	0.02655682071034482	0.0	0.02863731649444444	0.0	0.0	0.028158164019999977	0.0	0.0	0.035187774679310335	0.0325310338150862	0.0	0.017749598152631562	0.0	0.04002204180400001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02113636334799999	0.0	0.0	0.0	0.0	0.0	0.03436043411375	0.0	0.019786715519999998	0.0	0.0	0.024655621520303848	0.0	0.0	0.0	0.042199020483673466	0.04118423450825688	0.03078496063186814	0.032756068874999995	0.030627650370588254	0.0	0.0	0.0	0.010156378162500007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025290271214285707	0.04831680618354431	0.04553127289999992	0.028079279261111128	0.037978753369109955	0.0324950724987854	0.03577207359852432	0.032659227834140145	0.030942817609017046	0.030277208845454536	0.0	0.0	0.0	0.0	0.0	0.034731102487500005	0.041488395673831786	0.03139775310444896	0.03396783032651982	0.03162098840087144	0.022336808534615376	0.015947200816326543	0.03079479666268657	0.008047448957894741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021190863769178073	0.026501911592334042	0.02798445668961587	0.027849026035239546	0.03141612569213976	0.03240444076580915	0.03352811129333336	0.043010756362499986	0.0	0.0	0.0	0.0	0.0	0.03557497334216867	0.030071645754444473	0.03010578120260196	0.020134495693240564	0.02375099135609756	0.02882663958295817	0.0	0.0	0.0	0.0	0.0	0.0	0.05527165957857146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05044415333913042	0.0	0.0	0.017153488618918904	0.0	0.0	0.022665798761047507	0.019949868654318786	0.028646830928442852	0.026038008715455585	0.027169584899816496	0.03018885035233078	0.0	0.031161170257894742	0.029125322171680203	0.03146276161221718	0.0	0.023518664880000005	0.027616011301568703	0.023155185394531236	0.017526209264692633	0.012188437719696962	0.0249929926867347	0.01311186950000002	0.026420441527272732	0.0	0.02723320744886128	0.02846262458000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.047503264056521735	0.0	0.03251087004444443	0.0	0.0	0.0	0.0	0.028965651530769236	0.036158879601333335	0.0	0.020857628286363613	0.026442587350000046	0.015427381775133812	0.015401794519468591	0.01752336221647059	0.018692509243030307	0.018793648949908585	0.018959042099074085	0.0	0.021941741333333376	0.025692340822010384	0.02970402112507914	0.032710491442483655	0.025121974666311307	0.026394597386363676	0.020204406167695966	0.013009782892067995	0.01608124219763033	0.02309487305096496	0.0	0.0	0.0	0.031784578158592466	0.023271967352654882	0.04424631123564356	0.04173051207345678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.04010682690833337	0.04221425949375002	0.04428686034999999	0.0	0.0	0.010959148400000007	0.0	0.023773821907032755	0.01818377682323232	0.027773025063513503	0.010150833559090905	0.012069338454802276	0.01555723362226723	0.024438643638344207	0.02761514846396865	0.02642992436888886	0.03768105600392156	0.02007865651808511	0.02787509461457865	0.01939504654799727	0.015050210849415064	0.023352896618181806	0.01593734834324693	0.018557892836170205	0.012016791287272741	0.011596613771058835	0.012495340185106393	0.0	0.0	0.04779139453333335	0.04305377046173756	0.040184656970631116	0.04086500292601073	0.033198784531877724	0.028312222635240292	0.0	0.0	0.032372725723841055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031693580986486496	0.0	0.0	0.04173995595366975	0.030335337844111947	0.026449810232352957	0.026311101570034218	0.034761388048684234	0.01940757850559005	0.006109833700000067	0.01495039936507936	0.02041376271663894	0.025592884278571426	0.013198221522666663	0.026092522991189405	0.020600140099999997	0.03346407922426832	0.02455243567686376	0.02033938323428284	0.02197479302530414	0.015713181113274327	0.014911900549264704	0.014775700288461544	0.019884723626966284	0.0	0.0	0.03353449675225228	0.04022064535843375	0.03491483248245505	0.035789771458127534	0.029347520564485946	0.031109450223938837	0.03322691450930432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.040666384066415096	0.0	0.0	0.0	0.03352856997272728	0.028380738362962975	0.0	0.03434512525849055	0.03320268232690057	0.03833132713301665	0.03073323389976204	0.034398362813544046	0.03720598813645254	0.029716527459999996	0.022641335990199647	0.028180724481818197	0.027558516882650628	0.018041155664784057	0.023124399781590924	0.016985703774193568	0.015273403673076917	0.019949105554088062	0.021507461111063175	0.018248001577470356	0.02561083044621213	0.01609746690458134	0.020281758189256194	0.015718768368965533	0.021007561043288596	0.023798432666666695	0.03189240180998767	0.03750086793354034	0.048655175054418597	0.03418903675851394	0.019859299145393992	0.018436571926820373	0.030525195989247324	0.021536599646353502	0.030353992751432628	0.018405318250000025	0.0	0.0	0.036937356	0.0	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0	0.04558837410000005	0.04375081946713614	0.03462673532884614	0.03267104556906475	0.03315266414444445	0.04888576929999999	0.019985413559999988	0.03639980962056962	0.023805677232079603	0.043205005823664114	0.02833074223454545	0.028643441341082168	0.022632652865481995	0.02728344051379309	0.01734352171400001	0.021809707873721346	0.020574138483393498	0.025694498230419575	0.015045099785185192	0.033893984734158424	0.01616137026500001	0.03133797341489361	0.020315302197094428	0.01708703591076924	0.022789918459340672	0.018277071988461534	0.018900817728276852	0.02649619443370675	0.040037959816666656	0.034980876114285735	0.03884259241407409	0.022503489183979753	0.01796304347577002	0.018884954819073065	0.020974651095690588	0.02629284924394903	0.031211103159677414	0.033457523785614486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	0.0	0.0	0.0	0.0	0.0	0.041958212900000014	0.04266423785463917	0.03399976275584413	0.038924870820689676	0.04345482410184394	0.02193065643878117	0.0	0.0	0.029005508230303043	0.036774754523005306	0.0310090143098746	0.017134477045967742	0.02561703436863206	0.028694370330288425	0.017610079473214288	0.011796101308499096	0.01702676961458334	0.03050429657147686	0.0	0.028351426125000023	0.023764057592094868	0.02138874304321126	0.0205577895414634	0.012816655640000008	0.0	0.01682268580833333	0.010381929803030314	0.022349283095833325	0.03594958785000002	0.03986958369306488	0.03160727424060404	0.016344698922448976	0.01240635363831775	0.02137733999693093	0.028140072919927983	0.0312455428429333	0.0	0.0	0.0	0.012126326539999965	0.0	0.0	0.0	0.0	0.0	0.0
14	0.0	0.0	0.0	0.0	0.0	0.047491279141379336	0.04506161943471377	0.03876357578246613	0.029654225785585568	0.021646667023749986	0.017104692566789658	0.019238971368232983	0.01746313895541719	0.034379350285714295	0.04099244366772727	0.024041918030203058	0.033081825946756155	0.024150470443181818	0.03015232697127329	0.03839488350260299	0.01624440025058823	0.021830627232673275	0.03889463730671638	0.026306151326780613	0.023606675727659572	0.0	0.027926919756128377	0.019381346988672835	0.01209284200079366	0.008399446833333343	0.019350343828571426	0.00048112869999994423	0.0	0.0	0.034431231122689095	0.024108905521428557	0.021870208541732283	0.028420925137499997	0.023077731810406097	0.03225235277204724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	0.0	0.0	0.0	0.0	0.0	0.0	0.044604426163529436	0.037100835398491155	0.03147777046314289	0.025614684241735037	0.016948887316537077	0.01294831788654243	0.013254596337075989	0.024005858277128967	0.03160262923664498	0.027417294995149628	0.015795025675609763	0.014981387109729719	0.02440008489139784	0.02825422266	0.022759167593383745	0.01751678532090909	0.021816375034545452	0.03358925863556701	0.01706850310670732	0.0	0.019014605253488366	0.027284472939516125	0.016381429230097094	0.015447092736000008	0.0	0.0	0.0	0.035344042005938256	0.03707823176235589	0.032736697945619384	0.01105654239999998	0.0	0.0195093597657143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.03540664007575757	0.054010474294675946	0.04089912746202897	0.042577920538311734	0.03951085447150422	0.028436034220911222	0.03151797777086388	0.02624984494951713	0.03275758239559794	0.02225380053087677	0.01718039187503218	0.015639504913174958	0.01432092984269006	0.009630018759523804	0.013103246696551725	0.013672254699999994	0.017912114105555568	0.016793121536690644	0.01696282790833334	0.013614833349999966	0.023343956197709934	0.02069489910111826	0.02198498310718566	0.033012692016546746	0.019994237209090916	0.016519935356349203	0.016975079781947268	0.0	0.0	0.0	0.0	0.0189394553333333	0.028798828992688683	0.007668352120000055	0.011458951433707861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	0.04374477864000004	0.0	0.0	0.02983363808796116	0.03332109262666061	0.03829945014204546	0.03668760937883597	0.024480769930311973	0.025390420352033698	0.028815986771134013	0.0342154309013841	0.036733762049056616	0.03073721566305421	0.026649017203996143	0.027525460783391905	0.019275654014032504	0.011924895487920487	0.013826364568707476	0.011559052550819673	0.016118994931578947	0.01567551612800001	0.021339960500704244	0.013053466883333345	0.01211088895000001	0.0	0.0	0.021345081997435893	0.0	0.0	0.0	0.0066690444999999874	0.0	0.01553640166500001	0.01179945469999999	0.00796943902499997	0.01887330349361702	0.0	0.011449813800000097	0.00648188593333332	0.0	0.0	0.0	0.009777963150000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.048289340319802004	0.04506673406614349	0.04088396639459458	0.020597202978723403	0.02491163943000002	0.05024255344	0.04364622532168122	0.040886325101153816	0.03981981919307695	0.03720347917566536	0.03761420016693121	0.03587226260377356	0.03193094730421056	0.030058059281415923	0.02402520843153989	0.025889285200649367	0.01974051235089057	0.022987078614788728	0.024404278280116935	0.019104182724999974	0.01186484099999996	0.0022464990500000726	0.025349637881355948	0.014426005939896373	0.0065357923499999694	0.01642126461379312	0.006656825550000023	0.007288753999999953	0.0	0.0	0.0	0.0	0.020006131530991723	0.011677265199999898	0.0	0.006102403000000016	0.0021076202000001043	0.016388416300000097	0.01328074931612904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	0.0	0.0	0.03195359111333334	0.05040495395000002	0.04820592933247858	0.03779329792258064	0.01632571631494253	0.02208286038074078	0.0	0.0462677500509091	0.033435029152941186	0.04461925303232093	0.04224169253333332	0.0427121099438896	0.03157225054386792	0.022729345408056895	0.01647129058999999	0.03927057550042552	0.03140140233082187	0.021564717878947343	0.0	0.00635731220000002	0.0	0.0	0.0	0.02148811023333334	0.03000989075984653	0.034867256874999975	0.004937148100000011	0.0	0.03200003534554454	0.009368152978034675	0.0	0.0	0.0	0.015640313282285725	0.021942000844831454	0.0	0.009723246099999971	0.0	0.02026315531666667	0.02364732089999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.0	0.0	0.021863040178947364	0.0	0.0	0.031476556340512836	0.03967561919426752	0.01535642146363636	0.037409275755000006	0.04427131016666665	0.0	0.03363748392222218	0.0258423686	0.042936099449785416	0.020103681307361992	0.032521217719540245	0.028978942771743912	0.04850777310846777	0.03953681236666667	0.039781326314354104	0.03559514243333333	0.0218437127413238	0.02311075095151515	0.03498471358787134	0.004131388680000026	0.0	0.026786545277419357	0.017006373082432434	0.04039478692459017	0.03755053997000001	0.0	0.006226499900000053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.0	0.0	0.0	0.0	0.03989137175802472	0.03761612294272418	0.03894167533220511	0.04177294459464286	0.0	0.04187881949999994	0.044798814422772275	0.0400037791944206	0.02248829427309028	0.028603672226260504	0.03530306920217391	0.03991089103783783	0.0329405012547619	0.026762187500000034	0.025999133278827347	0.03398398831375001	0.04300738396444443	0.038765749246212115	0.0	0.0	0.0	0.0	0.0	0.0	0.012383857484507042	0.0074639951485294025	0.00626909735000003	0.024820899612647086	0.03525443873333332	0.0	0.0	0.0	0.0	0.02411347024372469	0.024333540697515522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	0.0	0.004319945966666665	0.024443822242857127	0.0	0.036744038271428595	0.037731733336813775	0.03274557177521928	0.018842058918808243	0.030490239455555512	0.028178401211235972	0.01095465250000002	0.0	0.02604400332923794	0.030159646815840206	0.026301970524247813	0.03358548894961243	0.026208930555555583	0.026793062090500003	0.03585101427368422	0.047206876324313723	0.020399170907241377	0.02787002960844442	0.029711826640000005	0.0	0.0060645191531531525	0.011240868717509735	0.0028124704203389868	0.0	0.01082385910000003	0.0028754473000001113	0.03902716636999996	0.0	0.029114849531343284	0.028517246200000068	0.0	0.01761527493096446	0.011873565618749998	0.02292837036666668	0.0	0.0	0.0	0.0	0.045671377871428546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014970728347619033
23	0.0	0.046623494888888874	0.0	0.04304301739166664	0.0	0.0	0.025432586700000037	0.029774235121608043	0.03462975800199999	0.043636322000000005	0.017772515605555532	0.0	0.030981162914234365	0.026978366338706115	0.02196772544857821	0.02539877053429581	0.024954001112698423	0.0	0.04966717107142855	0.03657458830579711	0.029129965614503824	0.008172641191666719	0.026480450838260873	0.02824373981924196	0.0	0.005664704562937066	0.0	0.0	0.0	0.0	0.0	0.00940012930000002	0.013930980970769228	0.02440798022970028	0.0	0.01273647290253165	0.019752588383720942	0.026509477538461557	0.02507910483235293	0.03145933150555556	0.036197524354679794	0.0	0.0	0.0	0.0	0.04050111771764704	0.0	0.0	0.0	0.0	0.0
24	0.0	0.0	0.0	0.0	0.0	0.0	0.03249059216373936	0.03502946876356239	0.040598642115384616	0.030504682409895862	0.026953541705205027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043865610510647156	0.0386570366783824	0.029527056961458336	0.0	0.022834688164601758	0.034478219686524834	0.03789374806545454	0.019770026250000017	0.0	0.0	0.0	0.0	0.027571943672727285	0.013467788699999983	0.04347966184405596	0.05003678800000011	0.0	0.04244730059961537	0.0338354388325723	0.02993686596000001	0.0	0.015827178949999965	0.024825693381818198	0.0	0.0	0.0	0.0	0.0	0.0	0.025012131249999982	0.03478515944	0.0	0.0
25	0.0	0.0	0.0	0.0	0.0	0.03712428159090909	0.031082261965555056	0.03187543437139083	0.028617079934313745	0.019561106639053253	0.012548067988235293	0.0	0.014227202964285717	0.02146136760408162	0.0	0.018449991942708344	0.04376443458255813	0.03215920930000005	0.0	0.029945911594594588	0.034942841520000024	0.042909096147004576	0.0356784241425982	0.03897908881851852	0.008050084099999966	0.011810435188888876	0.0	0.012631505037209301	0.007276279585714259	0.004981964825000018	0.006489038475000042	0.0	0.0	0.011559605600000022	0.04590582052666667	0.027713214999009913	0.026146419442694795	0.020142406233333337	0.010476171972727292	0.0076790635159592405	0.019845366500000017	0.0	0.0352347788722689	0.03395756111614425	0.034360319751898745	0.0	0.0	0.0	0.05206438701333331	0.0	0.0
